Date,ETC_PWR_Building_Total (kW)
2017-12-02 12:45,343.515
2017-12-02 13:00,340.699
2017-12-02 13:15,341.687
2017-12-02 13:30,344.531
2017-12-02 13:45,343.674
2017-12-02 14:00,340.049
2017-12-02 14:15,340.618
2017-12-02 14:30,339.783
2017-12-02 14:45,344.491
2017-12-02 15:00,346.932
2017-12-02 15:15,341.291
2017-12-02 15:30,346.303
2017-12-02 15:45,361.505
2017-12-02 16:00,337.80600000000004
2017-12-02 16:15,343.156
2017-12-02 16:30,343.33599999999996
2017-12-02 16:45,339.906
2017-12-02 17:00,349.355
2017-12-02 17:15,344.301
2017-12-02 17:30,345.118
2017-12-02 17:45,341.335
2017-12-02 18:00,339.697
2017-12-02 18:15,339.77599999999995
2017-12-02 18:30,336.207
2017-12-02 18:45,335.815
2017-12-02 19:00,334.208
2017-12-02 19:15,339.568
2017-12-02 19:30,335.789
2017-12-02 19:45,337.41200000000003
2017-12-02 20:00,331.909
2017-12-02 20:15,331.93100000000004
2017-12-02 20:30,334.759
2017-12-02 20:45,335.024
2017-12-02 21:00,333.015
2017-12-02 21:15,334.53499999999997
2017-12-02 21:30,331.43
2017-12-02 21:45,331.294
2017-12-02 22:00,331.774
2017-12-02 22:15,330.989
2017-12-02 22:30,329.443
2017-12-02 22:45,330.236
2017-12-02 23:00,325.81100000000004
2017-12-02 23:15,329.324
2017-12-02 23:30,324.67499999999995
2017-12-02 23:45,331.44
2017-12-03 00:00,325.443
2017-12-03 00:15,326.451
2017-12-03 00:30,327.478
2017-12-03 00:45,324.962
2017-12-03 01:00,324.102
2017-12-03 01:15,323.8
2017-12-03 01:30,326.767
2017-12-03 01:45,321.878
2017-12-03 02:00,324.117
2017-12-03 02:15,322.909
2017-12-03 02:30,322.378
2017-12-03 02:45,323.577
2017-12-03 03:00,319.047
2017-12-03 03:15,317.99399999999997
2017-12-03 03:30,318.027
2017-12-03 03:45,320.418
2017-12-03 04:00,319.012
2017-12-03 04:15,324.921
2017-12-03 04:30,322.319
2017-12-03 04:45,323.15999999999997
2017-12-03 05:00,322.085
2017-12-03 05:15,322.813
2017-12-03 05:30,326.967
2017-12-03 05:45,329.932
2017-12-03 06:00,321.70500000000004
2017-12-03 06:15,323.142
2017-12-03 06:30,322.033
2017-12-03 06:45,318.841
2017-12-03 07:00,323.117
2017-12-03 07:15,322.847
2017-12-03 07:30,318.948
2017-12-03 07:45,321.27
2017-12-03 08:00,321.786
2017-12-03 08:15,321.658
2017-12-03 08:30,325.591
2017-12-03 08:45,327.381
2017-12-03 09:00,323.446
2017-12-03 09:15,325.822
2017-12-03 09:30,323.365
2017-12-03 09:45,326.086
2017-12-03 10:00,326.228
2017-12-03 10:15,331.03499999999997
2017-12-03 10:30,331.631
2017-12-03 10:45,332.294
2017-12-03 11:00,330.686
2017-12-03 11:15,328.89
2017-12-03 11:30,333.619
2017-12-03 11:45,335.272
2017-12-03 12:00,339.522
2017-12-03 12:15,337.867
2017-12-03 12:30,338.794
2017-12-03 12:45,333.425
2017-12-03 13:00,334.13599999999997
2017-12-03 13:15,343.04200000000003
2017-12-03 13:30,337.569
2017-12-03 13:45,338.996
2017-12-03 14:00,342.10799999999995
2017-12-03 14:15,348.05899999999997
2017-12-03 14:30,347.47
2017-12-03 14:45,342.741
2017-12-03 15:00,341.682
2017-12-03 15:15,343.485
2017-12-03 15:30,344.807
2017-12-03 15:45,345.373
2017-12-03 16:00,342.418
2017-12-03 16:15,340.514
2017-12-03 16:30,338.811
2017-12-03 16:45,338.815
2017-12-03 17:00,342.78499999999997
2017-12-03 17:15,337.027
2017-12-03 17:30,335.356
2017-12-03 17:45,338.924
2017-12-03 18:00,334.554
2017-12-03 18:15,331.255
2017-12-03 18:30,332.224
2017-12-03 18:45,334.666
2017-12-03 19:00,335.347
2017-12-03 19:15,333.495
2017-12-03 19:30,331.373
2017-12-03 19:45,334.377
2017-12-03 20:00,334.945
2017-12-03 20:15,334.90500000000003
2017-12-03 20:30,331.957
2017-12-03 20:45,336.663
2017-12-03 21:00,334.552
2017-12-03 21:15,327.346
2017-12-03 21:30,330.056
2017-12-03 21:45,331.94
2017-12-03 22:00,330.48900000000003
2017-12-03 22:15,333.945
2017-12-03 22:30,331.274
2017-12-03 22:45,327.706
2017-12-03 23:00,329.199
2017-12-03 23:15,325.64099999999996
2017-12-03 23:30,322.998
2017-12-03 23:45,328.497
2017-12-04 00:00,324.876
2017-12-04 00:15,326.563
2017-12-04 00:30,320.051
2017-12-04 00:45,318.488
2017-12-04 01:00,317.63800000000003
2017-12-04 01:15,319.048
2017-12-04 01:30,315.841
2017-12-04 01:45,320.988
2017-12-04 02:00,316.464
2017-12-04 02:15,317.294
2017-12-04 02:30,322.877
2017-12-04 02:45,316.273
2017-12-04 03:00,325.436
2017-12-04 03:15,315.575
2017-12-04 03:30,318.7
2017-12-04 03:45,315.527
2017-12-04 04:00,317.217
2017-12-04 04:15,318.56100000000004
2017-12-04 04:30,318.927
2017-12-04 04:45,321.65500000000003
2017-12-04 05:00,317.151
2017-12-04 05:15,318.759
2017-12-04 05:30,321.77
2017-12-04 05:45,315.957
2017-12-04 06:00,331.957
2017-12-04 06:15,334.16999999999996
2017-12-04 06:30,334.922
2017-12-04 06:45,338.946
2017-12-04 07:00,335.26
2017-12-04 07:15,352.08000000000004
2017-12-04 07:30,341.25600000000003
2017-12-04 07:45,356.07099999999997
2017-12-04 08:00,375.92699999999996
2017-12-04 08:15,376.296
2017-12-04 08:30,391.66700000000003
2017-12-04 08:45,418.48
2017-12-04 09:00,417.327
2017-12-04 09:15,431.832
2017-12-04 09:30,443.98199999999997
2017-12-04 09:45,440.88800000000003
2017-12-04 10:00,459.641
2017-12-04 10:15,446.716
2017-12-04 10:30,451.752
2017-12-04 10:45,450.149
2017-12-04 11:00,454.17199999999997
2017-12-04 11:15,471.396
2017-12-04 11:30,473.743
2017-12-04 11:45,481.722
2017-12-04 12:00,466.124
2017-12-04 12:15,461.802
2017-12-04 12:30,480.52299999999997
2017-12-04 12:45,489.43600000000004
2017-12-04 13:00,498.113
2017-12-04 13:15,473.339
2017-12-04 13:30,470.947
2017-12-04 13:45,461.09499999999997
2017-12-04 14:00,477.91499999999996
2017-12-04 14:15,468.061
2017-12-04 14:30,463.438
2017-12-04 14:45,466.302
2017-12-04 15:00,458.006
2017-12-04 15:15,457.629
2017-12-04 15:30,454.646
2017-12-04 15:45,450.17499999999995
2017-12-04 16:00,455.684
2017-12-04 16:15,447.57000000000005
2017-12-04 16:30,462.62800000000004
2017-12-04 16:45,452.332
2017-12-04 17:00,447.095
2017-12-04 17:15,401.119
2017-12-04 17:30,425.905
2017-12-04 17:45,406.868
2017-12-04 18:00,400.17
2017-12-04 18:15,393.154
2017-12-04 18:30,385.515
2017-12-04 18:45,385.847
2017-12-04 19:00,386.83000000000004
2017-12-04 19:15,382.658
2017-12-04 19:30,374.212
2017-12-04 19:45,378.019
2017-12-04 20:00,369.448
2017-12-04 20:15,371.207
2017-12-04 20:30,372.364
2017-12-04 20:45,304.59
2017-12-04 21:00,284.051
2017-12-04 21:15,288.046
2017-12-04 21:30,284.022
2017-12-04 21:45,280.893
2017-12-04 22:00,280.121
2017-12-04 22:15,266.102
2017-12-04 22:30,260.915
2017-12-04 22:45,258.17
2017-12-04 23:00,252.187
2017-12-04 23:15,269.243
2017-12-04 23:30,265.057
2017-12-04 23:45,264.759
2017-12-05 00:00,257.837
2017-12-05 00:15,246.674
2017-12-05 00:30,248.92499999999998
2017-12-05 00:45,245.82999999999998
2017-12-05 01:00,245.90800000000002
2017-12-05 01:15,245.79899999999998
2017-12-05 01:30,246.174
2017-12-05 01:45,246.051
2017-12-05 02:00,247.603
2017-12-05 02:15,248.76999999999998
2017-12-05 02:30,243.959
2017-12-05 02:45,245.115
2017-12-05 03:00,243.784
2017-12-05 03:15,241.546
2017-12-05 03:30,245.337
2017-12-05 03:45,249.726
2017-12-05 04:00,241.94299999999998
2017-12-05 04:15,251.96699999999998
2017-12-05 04:30,249.907
2017-12-05 04:45,244.524
2017-12-05 05:00,245.262
2017-12-05 05:15,240.255
2017-12-05 05:30,244.34300000000002
2017-12-05 05:45,247.101
2017-12-05 06:00,241.139
2017-12-05 06:15,256.922
2017-12-05 06:30,260.28700000000003
2017-12-05 06:45,262.166
2017-12-05 07:00,260.295
2017-12-05 07:15,259.796
2017-12-05 07:30,272.31100000000004
2017-12-05 07:45,366.641
2017-12-05 08:00,373.091
2017-12-05 08:15,390.34499999999997
2017-12-05 08:30,410.949
2017-12-05 08:45,431.168
2017-12-05 09:00,410.63100000000003
2017-12-05 09:15,435.966
2017-12-05 09:30,439.73900000000003
2017-12-05 09:45,442.495
2017-12-05 10:00,452.88200000000006
2017-12-05 10:15,462.826
2017-12-05 10:30,480.268
2017-12-05 10:45,475.862
2017-12-05 11:00,468.985
2017-12-05 11:15,454.127
2017-12-05 11:30,473.067
2017-12-05 11:45,465.812
2017-12-05 12:00,452.312
2017-12-05 12:15,448.063
2017-12-05 12:30,453.592
2017-12-05 12:45,444.072
2017-12-05 13:00,439.857
2017-12-05 13:15,452.821
2017-12-05 13:30,434.495
2017-12-05 13:45,449.90099999999995
2017-12-05 14:00,464.029
2017-12-05 14:15,442.345
2017-12-05 14:30,457.202
2017-12-05 14:45,431.93600000000004
2017-12-05 15:00,436.99800000000005
2017-12-05 15:15,433.689
2017-12-05 15:30,433.905
2017-12-05 15:45,435.47299999999996
2017-12-05 16:00,436.969
2017-12-05 16:15,432.76200000000006
2017-12-05 16:30,461.33400000000006
2017-12-05 16:45,440.41099999999994
2017-12-05 17:00,429.67500000000007
2017-12-05 17:15,426.543
2017-12-05 17:30,426.365
2017-12-05 17:45,405.21500000000003
2017-12-05 18:00,396.438
2017-12-05 18:15,396.696
2017-12-05 18:30,394.944
2017-12-05 18:45,389.15099999999995
2017-12-05 19:00,382.894
2017-12-05 19:15,381.921
2017-12-05 19:30,377.828
2017-12-05 19:45,378.334
2017-12-05 20:00,377.59299999999996
2017-12-05 20:15,381.374
2017-12-05 20:30,383.075
2017-12-05 20:45,383.163
2017-12-05 21:00,383.38
2017-12-05 21:15,380.065
2017-12-05 21:30,375.38
2017-12-05 21:45,376.43100000000004
2017-12-05 22:00,374.83299999999997
2017-12-05 22:15,370.526
2017-12-05 22:30,363.949
2017-12-05 22:45,360.65700000000004
2017-12-05 23:00,348.54
2017-12-05 23:15,348.016
2017-12-05 23:30,346.923
2017-12-05 23:45,340.451
2017-12-06 00:00,341.922
2017-12-06 00:15,336.586
2017-12-06 00:30,330.52
2017-12-06 00:45,327.248
2017-12-06 01:00,329.683
2017-12-06 01:15,332.066
2017-12-06 01:30,326.476
2017-12-06 01:45,331.541
2017-12-06 02:00,330.524
2017-12-06 02:15,328.79
2017-12-06 02:30,328.812
2017-12-06 02:45,323.065
2017-12-06 03:00,319.308
2017-12-06 03:15,325.225
2017-12-06 03:30,322.937
2017-12-06 03:45,322.831
2017-12-06 04:00,325.488
2017-12-06 04:15,323.388
2017-12-06 04:30,325.49699999999996
2017-12-06 04:45,327.639
2017-12-06 05:00,324.28200000000004
2017-12-06 05:15,325.971
2017-12-06 05:30,321.904
2017-12-06 05:45,322.61400000000003
2017-12-06 06:00,321.73900000000003
2017-12-06 06:15,352.68600000000004
2017-12-06 06:30,341.087
2017-12-06 06:45,344.26800000000003
2017-12-06 07:00,339.288
2017-12-06 07:15,344.64799999999997
2017-12-06 07:30,342.998
2017-12-06 07:45,345.266919834168
2017-12-06 08:00,364.078
2017-12-06 08:15,388.026
2017-12-06 08:30,391.706
2017-12-06 08:45,391.373
2017-12-06 09:00,393.831
2017-12-06 09:15,412.204
2017-12-06 09:30,431.95099999999996
2017-12-06 09:45,423.063
2017-12-06 10:00,449.499
2017-12-06 10:15,461.05999999999995
2017-12-06 10:30,462.078
2017-12-06 10:45,464.913
2017-12-06 11:00,470.212
2017-12-06 11:15,475.98400000000004
2017-12-06 11:30,462.44000000000005
2017-12-06 11:45,451.98
2017-12-06 12:00,440.01099999999997
2017-12-06 12:15,460.64300000000003
2017-12-06 12:30,453.241
2017-12-06 12:45,464.29200000000003
2017-12-06 13:00,462.38
2017-12-06 13:15,449.33000000000004
2017-12-06 13:30,470.201
2017-12-06 13:45,462.197
2017-12-06 14:00,462.716
2017-12-06 14:15,475.932
2017-12-06 14:30,464.01
2017-12-06 14:45,457.43899999999996
2017-12-06 15:00,447.33500000000004
2017-12-06 15:15,459.40099999999995
2017-12-06 15:30,475.58900000000006
2017-12-06 15:45,469.039
2017-12-06 16:00,456.909
2017-12-06 16:15,449.68100000000004
2017-12-06 16:30,440.793
2017-12-06 16:45,456.17600000000004
2017-12-06 17:00,427.83000000000004
2017-12-06 17:15,424.36
2017-12-06 17:30,421.453
2017-12-06 17:45,403.196
2017-12-06 18:00,410.546
2017-12-06 18:15,393.649
2017-12-06 18:30,399.05400000000003
2017-12-06 18:45,387.714
2017-12-06 19:00,382.323
2017-12-06 19:15,380.859
2017-12-06 19:30,377.994
2017-12-06 19:45,379.376
2017-12-06 20:00,374.539
2017-12-06 20:15,377.585
2017-12-06 20:30,382.073
2017-12-06 20:45,380.77200000000005
2017-12-06 21:00,376.03000000000003
2017-12-06 21:15,375.482
2017-12-06 21:30,373.39500000000004
2017-12-06 21:45,373.255
2017-12-06 22:00,372.016
2017-12-06 22:15,378.494
2017-12-06 22:30,369.68800000000005
2017-12-06 22:45,360.375
2017-12-06 23:00,359.11299999999994
2017-12-06 23:15,363.684
2017-12-06 23:30,358.833
2017-12-06 23:45,356.981
2017-12-07 00:00,343.28
2017-12-07 00:15,342.38599999999997
2017-12-07 00:30,343.185
2017-12-07 00:45,341.55
2017-12-07 01:00,341.91
2017-12-07 01:15,341.31100000000004
2017-12-07 01:30,344.52
2017-12-07 01:45,329.944
2017-12-07 02:00,329.397
2017-12-07 02:15,328.48199999999997
2017-12-07 02:30,326.026
2017-12-07 02:45,323.562
2017-12-07 03:00,324.1
2017-12-07 03:15,325.054
2017-12-07 03:30,320.725
2017-12-07 03:45,321.294
2017-12-07 04:00,324.377
2017-12-07 04:15,320.499
2017-12-07 04:30,322.42499999999995
2017-12-07 04:45,325.921
2017-12-07 05:00,322.49899999999997
2017-12-07 05:15,326.884
2017-12-07 05:30,319.959
2017-12-07 05:45,323.348
2017-12-07 06:00,339.9
2017-12-07 06:15,354.637
2017-12-07 06:30,349.809
2017-12-07 06:45,351.289
2017-12-07 07:00,351.60699999999997
2017-12-07 07:15,356.544
2017-12-07 07:30,360.166
2017-12-07 07:45,359.906
2017-12-07 08:00,363.589
2017-12-07 08:15,378.56600000000003
2017-12-07 08:30,399.216
2017-12-07 08:45,408.355
2017-12-07 09:00,415.37699999999995
2017-12-07 09:15,433.76099999999997
2017-12-07 09:30,428.23400000000004
2017-12-07 09:45,427.61199999999997
2017-12-07 10:00,450.522
2017-12-07 10:15,440.656
2017-12-07 10:30,456.577
2017-12-07 10:45,441.94599999999997
2017-12-07 11:00,456.06800000000004
2017-12-07 11:15,456.331
2017-12-07 11:30,481.721
2017-12-07 11:45,468.5
2017-12-07 12:00,451.197
2017-12-07 12:15,445.244
2017-12-07 12:30,445.13699999999994
2017-12-07 12:45,437.289
2017-12-07 13:00,440.079
2017-12-07 13:15,446.038
2017-12-07 13:30,433.54600000000005
2017-12-07 13:45,433.159
2017-12-07 14:00,437.859
2017-12-07 14:15,430.7
2017-12-07 14:30,436.212
2017-12-07 14:45,453.347
2017-12-07 15:00,438.25199999999995
2017-12-07 15:15,428.331
2017-12-07 15:30,432.827
2017-12-07 15:45,437.26199999999994
2017-12-07 16:00,436.61199999999997
2017-12-07 16:15,438.22799999999995
2017-12-07 16:30,444.46999999999997
2017-12-07 16:45,419.234
2017-12-07 17:00,418.294
2017-12-07 17:15,405.37
2017-12-07 17:30,407.336
2017-12-07 17:45,408.83000000000004
2017-12-07 18:00,400.227
2017-12-07 18:15,399.374
2017-12-07 18:30,385.77599999999995
2017-12-07 18:45,388.798
2017-12-07 19:00,384.312
2017-12-07 19:15,381.249
2017-12-07 19:30,370.771
2017-12-07 19:45,372.214
2017-12-07 20:00,370.426
2017-12-07 20:15,373.57000000000005
2017-12-07 20:30,377.876
2017-12-07 20:45,375.90299999999996
2017-12-07 21:00,375.658
2017-12-07 21:15,378.911
2017-12-07 21:30,378.315
2017-12-07 21:45,378.682
2017-12-07 22:00,373.852
2017-12-07 22:15,371.92199999999997
2017-12-07 22:30,361.47400000000005
2017-12-07 22:45,358.416
2017-12-07 23:00,358.453
2017-12-07 23:15,358.064
2017-12-07 23:30,352.384
2017-12-07 23:45,349.397
2017-12-08 00:00,336.266
2017-12-08 00:15,339.015
2017-12-08 00:30,339.75
2017-12-08 00:45,336.74699999999996
2017-12-08 01:00,335.56600000000003
2017-12-08 01:15,331.054
2017-12-08 01:30,329.838
2017-12-08 01:45,330.122
2017-12-08 02:00,334.148
2017-12-08 02:15,337.524
2017-12-08 02:30,329.93
2017-12-08 02:45,329.248
2017-12-08 03:00,327.287
2017-12-08 03:15,333.668
2017-12-08 03:30,329.7
2017-12-08 03:45,331.32
2017-12-08 04:00,330.127
2017-12-08 04:15,328.075
2017-12-08 04:30,328.151
2017-12-08 04:45,334.574
2017-12-08 05:00,340.824
2017-12-08 05:15,330.254
2017-12-08 05:30,326.856
2017-12-08 05:45,326.331
2017-12-08 06:00,325.84
2017-12-08 06:15,356.81
2017-12-08 06:30,346.739
2017-12-08 06:45,352.698
2017-12-08 07:00,353.60900000000004
2017-12-08 07:15,357.061
2017-12-08 07:30,354.402
2017-12-08 07:45,368.461
2017-12-08 08:00,358.78000000000003
2017-12-08 08:15,381.418
2017-12-08 08:30,370.995
2017-12-08 08:45,380.72999999999996
2017-12-08 09:00,387.103
2017-12-08 09:15,410.928
2017-12-08 09:30,429.071
2017-12-08 09:45,432.15999999999997
2017-12-08 10:00,449.58299999999997
2017-12-08 10:15,439.19000000000005
2017-12-08 10:30,463.91700000000003
2017-12-08 10:45,474.22400000000005
2017-12-08 11:00,455.49300000000005
2017-12-08 11:15,458.678
2017-12-08 11:30,463.325
2017-12-08 11:45,448.38700000000006
2017-12-08 12:00,434.916
2017-12-08 12:15,450.48
2017-12-08 12:30,427.567
2017-12-08 12:45,431.21799999999996
2017-12-08 13:00,474.21900000000005
2017-12-08 13:15,464.293
2017-12-08 13:30,451.43600000000004
2017-12-08 13:45,444.421
2017-12-08 14:00,441.09000000000003
2017-12-08 14:15,439.199
2017-12-08 14:30,439.583
2017-12-08 14:45,416.90099999999995
2017-12-08 15:00,417.584
2017-12-08 15:15,416.278
2017-12-08 15:30,442.168
2017-12-08 15:45,435.412
2017-12-08 16:00,429.86400000000003
2017-12-08 16:15,419.841
2017-12-08 16:30,417.86800000000005
2017-12-08 16:45,409.74899999999997
2017-12-08 17:00,390.29200000000003
2017-12-08 17:15,382.111
2017-12-08 17:30,389.298
2017-12-08 17:45,372.06600000000003
2017-12-08 18:00,349.592
2017-12-08 18:15,348.14
2017-12-08 18:30,341.456
2017-12-08 18:45,342.68399999999997
2017-12-08 19:00,335.834
2017-12-08 19:15,335.304
2017-12-08 19:30,333.274
2017-12-08 19:45,335.212
2017-12-08 20:00,336.898
2017-12-08 20:15,336.909
2017-12-08 20:30,333.234
2017-12-08 20:45,333.53700000000003
2017-12-08 21:00,337.679
2017-12-08 21:15,333.496
2017-12-08 21:30,338.839
2017-12-08 21:45,336.671
2017-12-08 22:00,334.065
2017-12-08 22:15,332.248
2017-12-08 22:30,332.156
2017-12-08 22:45,331.864
2017-12-08 23:00,334.11199999999997
2017-12-08 23:15,336.556
2017-12-08 23:30,333.813
2017-12-08 23:45,332.64099999999996
2017-12-09 00:00,337.318
2017-12-09 00:15,335.271
2017-12-09 00:30,335.354
2017-12-09 00:45,337.09799999999996
2017-12-09 01:00,335.025
2017-12-09 01:15,335.329
2017-12-09 01:30,334.514
2017-12-09 01:45,335.433
2017-12-09 02:00,336.916
2017-12-09 02:15,337.214
2017-12-09 02:30,334.82
2017-12-09 02:45,335.772
2017-12-09 03:00,334.411
2017-12-09 03:15,329.944
2017-12-09 03:30,329.253
2017-12-09 03:45,329.599
2017-12-09 04:00,329.413
2017-12-09 04:15,326.77
2017-12-09 04:30,331.957
2017-12-09 04:45,321.919
2017-12-09 05:00,318.872
2017-12-09 05:15,319.453
2017-12-09 05:30,318.581
2017-12-09 05:45,322.87
2017-12-09 06:00,321.741
2017-12-09 06:15,323.29
2017-12-09 06:30,320.281
2017-12-09 06:45,318.379
2017-12-09 07:00,322.73400000000004
2017-12-09 07:15,324.35400000000004
2017-12-09 07:30,320.127
2017-12-09 07:45,321.967
2017-12-09 08:00,323.31899999999996
2017-12-09 08:15,328.436
2017-12-09 08:30,326.68399999999997
2017-12-09 08:45,327.847
2017-12-09 09:00,330.543
2017-12-09 09:15,329.348
2017-12-09 09:30,334.827
2017-12-09 09:45,331.041
2017-12-09 10:00,331.11199999999997
2017-12-09 10:15,349.088
2017-12-09 10:30,336.198
2017-12-09 10:45,336.77
2017-12-09 11:00,333.519
2017-12-09 11:15,337.303
2017-12-09 11:30,340.224
2017-12-09 11:45,336.807
2017-12-09 12:00,344.95899999999995
2017-12-09 12:15,337.024
2017-12-09 12:30,339.914
2017-12-09 12:45,335.49
2017-12-09 13:00,338.865
2017-12-09 13:15,330.029
2017-12-09 13:30,331.66
2017-12-09 13:45,337.752
2017-12-09 14:00,330.53999999999996
2017-12-09 14:15,334.272
2017-12-09 14:30,341.214
2017-12-09 14:45,337.318
2017-12-09 15:00,337.298
2017-12-09 15:15,337.71299999999997
2017-12-09 15:30,339.527
2017-12-09 15:45,339.009
2017-12-09 16:00,343.88
2017-12-09 16:15,338.586
2017-12-09 16:30,352.493
2017-12-09 16:45,353.243
2017-12-09 17:00,356.619
2017-12-09 17:15,348.212
2017-12-09 17:30,353.41700000000003
2017-12-09 17:45,348.274
2017-12-09 18:00,345.46002472716066
2017-12-09 18:15,342.9609184766264
2017-12-09 18:30,349.076
2017-12-09 18:45,346.845
2017-12-09 19:00,341.179
2017-12-09 19:15,345.519
2017-12-09 19:30,344.787
2017-12-09 19:45,345.13
2017-12-09 20:00,340.83299999999997
2017-12-09 20:15,342.59499999999997
2017-12-09 20:30,340.28499999999997
2017-12-09 20:45,341.496
2017-12-09 21:00,343.283
2017-12-09 21:15,342.651
2017-12-09 21:30,346.192
2017-12-09 21:45,341.701
2017-12-09 22:00,336.243
2017-12-09 22:15,338.41200000000003
2017-12-09 22:30,334.501
2017-12-09 22:45,333.622
2017-12-09 23:00,338.067
2017-12-09 23:15,336.51300000000003
2017-12-09 23:30,335.304
2017-12-09 23:45,333.224
2017-12-10 00:00,331.135
2017-12-10 00:15,330.305
2017-12-10 00:30,333.56
2017-12-10 00:45,327.698
2017-12-10 01:00,326.564
2017-12-10 01:15,323.007
2017-12-10 01:30,323.59999999999997
2017-12-10 01:45,324.844
2017-12-10 02:00,322.24399999999997
2017-12-10 02:15,320.818
2017-12-10 02:30,320.892
2017-12-10 02:45,323.776
