Date,SPR_PWR_Electric_Meter (kW)
2016-12-03 15:30,67.339
2016-12-03 15:45,68.615
2016-12-03 16:00,68.157
2016-12-03 16:15,64.42
2016-12-03 16:30,64.932
2016-12-03 16:45,69.564
2016-12-03 17:00,66.487
2016-12-03 17:15,69.579
2016-12-03 17:30,72.587
2016-12-03 17:45,72.395
2016-12-03 18:00,70.493
2016-12-03 18:15,64.628
2016-12-03 18:30,65.896
2016-12-03 18:45,66.243
2016-12-03 19:00,65.368
2016-12-03 19:15,76.076
2016-12-03 19:30,66.589
2016-12-03 19:45,65.925
2016-12-03 20:00,66.787
2016-12-03 20:15,66.246
2016-12-03 20:30,66.264
2016-12-03 20:45,65.492
2016-12-03 21:00,67.571
2016-12-03 21:15,65.792
2016-12-03 21:30,72.326
2016-12-03 21:45,74.101
2016-12-03 22:00,71.059
2016-12-03 22:15,70.639
2016-12-03 22:30,67.575
2016-12-03 22:45,65.542
2016-12-03 23:00,66.815
2016-12-03 23:15,69.053
2016-12-03 23:30,67.876
2016-12-03 23:45,66.429
2016-12-04 00:00,66.66
2016-12-04 00:15,68.482
2016-12-04 00:30,66.068
2016-12-04 00:45,68.004
2016-12-04 01:00,71.648
2016-12-04 01:15,68.782
2016-12-04 01:30,71.235
2016-12-04 01:45,64.806
2016-12-04 02:00,64.621
2016-12-04 02:15,67.817
2016-12-04 02:30,68.598
2016-12-04 02:45,68.862
2016-12-04 03:00,67.36358064516129
2016-12-04 03:15,66.99926625386998
2016-12-04 03:30,70.901
2016-12-04 03:45,67.114
2016-12-04 04:00,71.289
2016-12-04 04:15,73.185
2016-12-04 04:30,73.395
2016-12-04 04:45,72.19
2016-12-04 05:00,68.792
2016-12-04 05:15,69.521
2016-12-04 05:30,68.368
2016-12-04 05:45,68.673
2016-12-04 06:00,67.35
2016-12-04 06:15,71.503
2016-12-04 06:30,67.664
2016-12-04 06:45,70.984
2016-12-04 07:00,66.095
2016-12-04 07:15,73.301
2016-12-04 07:30,75.809
2016-12-04 07:45,69.467
2016-12-04 08:00,69.465
2016-12-04 08:15,64.673
2016-12-04 08:30,65.764
2016-12-04 08:45,64.734
2016-12-04 09:00,65.764
2016-12-04 09:15,67.32
2016-12-04 09:30,69.295
2016-12-04 09:45,65.068
2016-12-04 10:00,64.385
2016-12-04 10:15,66.143
2016-12-04 10:30,66.623
2016-12-04 10:45,64.398
2016-12-04 11:00,63.654
2016-12-04 11:15,67.99
2016-12-04 11:30,70.115
2016-12-04 11:45,72.395
2016-12-04 12:00,64.965
2016-12-04 12:15,63.942
2016-12-04 12:30,66.52
2016-12-04 12:45,65.075
2016-12-04 13:00,66.078
2016-12-04 13:15,64.687
2016-12-04 13:30,65.132
2016-12-04 13:45,65.179
2016-12-04 14:00,65.842
2016-12-04 14:15,70.848
2016-12-04 14:30,67.4
2016-12-04 14:45,68.254
2016-12-04 15:00,67.485
2016-12-04 15:15,64.373
2016-12-04 15:30,66.307
2016-12-04 15:45,63.564
2016-12-04 16:00,65.643
2016-12-04 16:15,67.31
2016-12-04 16:30,65.707
2016-12-04 16:45,66.27353495679498
2016-12-04 17:00,66.63012613875263
2016-12-04 17:15,65.295
2016-12-04 17:30,70.671
2016-12-04 17:45,74.771
2016-12-04 18:00,71.5
2016-12-04 18:15,68.498
2016-12-04 18:30,68.923
2016-12-04 18:45,67.132
2016-12-04 19:00,63.864
2016-12-04 19:15,65.892
2016-12-04 19:30,67.823
2016-12-04 19:45,68.259
2016-12-04 20:00,72.957
2016-12-04 20:15,73.271
2016-12-04 20:30,73.106
2016-12-04 20:45,66.989
2016-12-04 21:00,67.764
2016-12-04 21:15,67.548
2016-12-04 21:30,67.759
2016-12-04 21:45,67.029
2016-12-04 22:00,66.795
2016-12-04 22:15,66.226
2016-12-04 22:30,65.06
2016-12-04 22:45,64.115
2016-12-04 23:00,65.881
2016-12-04 23:15,72.806
2016-12-04 23:30,73.071
2016-12-04 23:45,70.839
2016-12-05 00:00,74.796
2016-12-05 00:15,77.737
2016-12-05 00:30,89.256
2016-12-05 00:45,68.862
2016-12-05 01:00,69.582
2016-12-05 01:15,90.634
2016-12-05 01:30,69.842
2016-12-05 01:45,69.415
2016-12-05 02:00,67.096
2016-12-05 02:15,69.432
2016-12-05 02:30,67.651
2016-12-05 02:45,68.25
2016-12-05 03:00,71.903
2016-12-05 03:15,72.493
2016-12-05 03:30,65.646
2016-12-05 03:45,69.518
2016-12-05 04:00,72.785
2016-12-05 04:15,72.648
2016-12-05 04:30,71.417
2016-12-05 04:45,71.921
2016-12-05 05:00,74.048
2016-12-05 05:15,72.562
2016-12-05 05:30,72.685
2016-12-05 05:45,70.795
2016-12-05 06:00,100.67
2016-12-05 06:15,84.637
2016-12-05 06:30,84.525
2016-12-05 06:45,92.993
2016-12-05 07:00,91.642
2016-12-05 07:15,116.921
2016-12-05 07:30,103.965
2016-12-05 07:45,103.509
2016-12-05 08:00,109.515
2016-12-05 08:15,118.846
2016-12-05 08:30,117.246
2016-12-05 08:45,122.068
2016-12-05 09:00,121.0
2016-12-05 09:15,146.765
2016-12-05 09:30,135.021
2016-12-05 09:45,127.94
2016-12-05 10:00,141.746
2016-12-05 10:15,118.89
2016-12-05 10:30,125.465
2016-12-05 10:45,142.637
2016-12-05 11:00,122.421
2016-12-05 11:15,126.071
2016-12-05 11:30,135.803
2016-12-05 11:45,125.806
2016-12-05 12:00,139.993
2016-12-05 12:15,124.693
2016-12-05 12:30,130.303
2016-12-05 12:45,130.331
2016-12-05 13:00,128.212
2016-12-05 13:15,126.203
2016-12-05 13:30,136.881
2016-12-05 13:45,127.556
2016-12-05 14:00,127.171
2016-12-05 14:15,128.509
2016-12-05 14:30,127.081
2016-12-05 14:45,132.462
2016-12-05 15:00,112.487
2016-12-05 15:15,119.55
2016-12-05 15:30,127.181
2016-12-05 15:45,121.018
2016-12-05 16:00,122.84
2016-12-05 16:15,115.537
2016-12-05 16:30,114.518
2016-12-05 16:45,113.943
2016-12-05 17:00,104.162
2016-12-05 17:15,111.981
2016-12-05 17:30,101.106
2016-12-05 17:45,101.442
2016-12-05 18:00,94.606
2016-12-05 18:15,85.62158441558442
2016-12-05 18:30,80.84
2016-12-05 18:45,78.821
2016-12-05 19:00,75.414
2016-12-05 19:15,74.925
2016-12-05 19:30,76.407
2016-12-05 19:45,72.885
2016-12-05 20:00,75.556
2016-12-05 20:15,80.931
2016-12-05 20:30,74.035
2016-12-05 20:45,73.304
2016-12-05 21:00,71.084
2016-12-05 21:15,73.6
2016-12-05 21:30,77.059
2016-12-05 21:45,70.27
2016-12-05 22:00,70.826
2016-12-05 22:15,70.21
2016-12-05 22:30,70.059
2016-12-05 22:45,69.546
2016-12-05 23:00,77.792
2016-12-05 23:15,72.078
2016-12-05 23:30,75.118
2016-12-05 23:45,71.334
2016-12-06 00:00,71.062
2016-12-06 00:15,70.462
2016-12-06 00:30,67.689
2016-12-06 00:45,69.11
2016-12-06 01:00,67.964
2016-12-06 01:15,69.703
2016-12-06 01:30,70.654
2016-12-06 01:45,70.534
2016-12-06 02:00,70.09
2016-12-06 02:15,68.396
2016-12-06 02:30,67.501
2016-12-06 02:45,67.151
2016-12-06 03:00,69.414
2016-12-06 03:15,66.096
2016-12-06 03:30,65.345
2016-12-06 03:45,65.075
2016-12-06 04:00,66.39
2016-12-06 04:15,71.117
2016-12-06 04:30,73.178
2016-12-06 04:45,72.312
2016-12-06 05:00,70.868
2016-12-06 05:15,68.906
2016-12-06 05:30,69.315
2016-12-06 05:45,73.089
2016-12-06 06:00,86.635
2016-12-06 06:15,89.89
2016-12-06 06:30,84.159
2016-12-06 06:45,90.035
2016-12-06 07:00,113.043
2016-12-06 07:15,117.318
2016-12-06 07:30,93.504
2016-12-06 07:45,99.643
2016-12-06 08:00,114.268
2016-12-06 08:15,116.031
2016-12-06 08:30,117.515
2016-12-06 08:45,116.053
2016-12-06 09:00,122.237
2016-12-06 09:15,129.918
2016-12-06 09:30,145.015
2016-12-06 09:45,142.421
2016-12-06 10:00,133.103
2016-12-06 10:15,134.206
2016-12-06 10:30,130.309
2016-12-06 10:45,128.887
2016-12-06 11:00,128.593
2016-12-06 11:15,149.443
2016-12-06 11:30,135.059
2016-12-06 11:45,145.628
2016-12-06 12:00,122.987
2016-12-06 12:15,121.528
2016-12-06 12:30,121.359
2016-12-06 12:45,145.375
2016-12-06 13:00,129.553
2016-12-06 13:15,116.89
2016-12-06 13:30,128.125
2016-12-06 13:45,127.065
2016-12-06 14:00,127.356
2016-12-06 14:15,124.793
2016-12-06 14:30,129.156
2016-12-06 14:45,123.246
2016-12-06 15:00,126.846
2016-12-06 15:15,123.146
2016-12-06 15:30,140.862
2016-12-06 15:45,129.153
2016-12-06 16:00,127.428
2016-12-06 16:15,123.671
2016-12-06 16:30,116.543
2016-12-06 16:45,114.484
2016-12-06 17:00,121.534
2016-12-06 17:15,99.812
2016-12-06 17:30,99.015
2016-12-06 17:45,95.685
2016-12-06 18:00,87.83813535911601
2016-12-06 18:15,81.58313099041534
2016-12-06 18:30,81.428
2016-12-06 18:45,81.951
2016-12-06 19:00,75.392
2016-12-06 19:15,77.532
2016-12-06 19:30,80.426
2016-12-06 19:45,78.846
2016-12-06 20:00,76.285
2016-12-06 20:15,78.121
2016-12-06 20:30,76.245
2016-12-06 20:45,75.04
2016-12-06 21:00,74.732
2016-12-06 21:15,70.49
2016-12-06 21:30,68.543
2016-12-06 21:45,77.406
2016-12-06 22:00,72.065
2016-12-06 22:15,75.234
2016-12-06 22:30,70.085
2016-12-06 22:45,71.165
2016-12-06 23:00,73.359
2016-12-06 23:15,70.898
2016-12-06 23:30,69.317
2016-12-06 23:45,70.673
2016-12-07 00:00,72.764
2016-12-07 00:15,71.904
2016-12-07 00:30,67.217
2016-12-07 00:45,67.246
2016-12-07 01:00,65.409
2016-12-07 01:15,67.642
2016-12-07 01:30,65.235
2016-12-07 01:45,68.593
2016-12-07 02:00,65.82
2016-12-07 02:15,68.751
2016-12-07 02:30,66.979
2016-12-07 02:45,65.346
2016-12-07 03:00,65.66
2016-12-07 03:15,72.834
2016-12-07 03:30,77.342
2016-12-07 03:45,69.021
2016-12-07 04:00,70.156
2016-12-07 04:15,72.559
2016-12-07 04:30,69.57
2016-12-07 04:45,72.373
2016-12-07 05:00,72.754
2016-12-07 05:15,74.137
2016-12-07 05:30,72.209
2016-12-07 05:45,76.129
2016-12-07 06:00,87.065
2016-12-07 06:15,89.782
2016-12-07 06:30,86.909
2016-12-07 06:45,83.903
2016-12-07 07:00,90.903
2016-12-07 07:15,89.196
2016-12-07 07:30,94.95
2016-12-07 07:45,100.86
2016-12-07 08:00,108.034
2016-12-07 08:15,111.84
2016-12-07 08:30,115.496
2016-12-07 08:45,123.178
2016-12-07 09:00,135.787
2016-12-07 09:15,123.537
2016-12-07 09:30,133.818
2016-12-07 09:45,131.165
2016-12-07 10:00,128.921
2016-12-07 10:15,127.94
2016-12-07 10:30,138.246
2016-12-07 10:45,136.403
2016-12-07 11:00,152.993
2016-12-07 11:15,134.512
2016-12-07 11:30,146.221
2016-12-07 11:45,138.715
2016-12-07 12:00,130.628
2016-12-07 12:15,134.684
2016-12-07 12:30,129.7
2016-12-07 12:45,145.665
2016-12-07 13:00,138.668
2016-12-07 13:15,140.112
2016-12-07 13:30,142.053
2016-12-07 13:45,131.956
2016-12-07 14:00,136.871
2016-12-07 14:15,135.562
2016-12-07 14:30,138.546
2016-12-07 14:45,145.053
2016-12-07 15:00,128.946
2016-12-07 15:15,132.346
2016-12-07 15:30,134.409
2016-12-07 15:45,135.765
2016-12-07 16:00,125.281
2016-12-07 16:15,123.403
2016-12-07 16:30,114.175
2016-12-07 16:45,112.403
2016-12-07 17:00,111.396
2016-12-07 17:15,102.095
2016-12-07 17:30,101.203
2016-12-07 17:45,98.495
2016-12-07 18:00,88.798
2016-12-07 18:15,87.982
2016-12-07 18:30,90.709
2016-12-07 18:45,80.195
2016-12-07 19:00,79.092
2016-12-07 19:15,76.287
2016-12-07 19:30,78.204
2016-12-07 19:45,79.804
2016-12-07 20:00,75.45
2016-12-07 20:15,77.778
2016-12-07 20:30,79.443
2016-12-07 20:45,75.682
2016-12-07 21:00,74.409
2016-12-07 21:15,73.468
2016-12-07 21:30,71.382
2016-12-07 21:45,71.712
2016-12-07 22:00,69.701
2016-12-07 22:15,71.464
2016-12-07 22:30,71.739
2016-12-07 22:45,78.375
2016-12-07 23:00,74.654
2016-12-07 23:15,70.89
2016-12-07 23:30,68.15
2016-12-07 23:45,71.37
2016-12-08 00:00,70.862
2016-12-08 00:15,70.181
2016-12-08 00:30,67.282
2016-12-08 00:45,67.303
2016-12-08 01:00,68.757
2016-12-08 01:15,75.303
2016-12-08 01:30,75.67
2016-12-08 01:45,69.97
2016-12-08 02:00,69.878
2016-12-08 02:15,69.023
2016-12-08 02:30,69.528
2016-12-08 02:45,68.3
2016-12-08 03:00,68.206
2016-12-08 03:15,66.846
2016-12-08 03:30,69.162
2016-12-08 03:45,71.485
2016-12-08 04:00,73.248
2016-12-08 04:15,66.618
2016-12-08 04:30,67.064
2016-12-08 04:45,68.459
2016-12-08 05:00,66.332
2016-12-08 05:15,67.928
2016-12-08 05:30,67.446
2016-12-08 05:45,74.062
2016-12-08 06:00,82.318
2016-12-08 06:15,89.598
2016-12-08 06:30,91.493
2016-12-08 06:45,87.657
2016-12-08 07:00,90.762
2016-12-08 07:15,91.401
2016-12-08 07:30,95.56
2016-12-08 07:45,107.934
2016-12-08 08:00,124.14
2016-12-08 08:15,112.921
2016-12-08 08:30,130.528
2016-12-08 08:45,124.871
2016-12-08 09:00,131.859
2016-12-08 09:15,127.171
2016-12-08 09:30,128.643
2016-12-08 09:45,143.715
2016-12-08 10:00,130.746
2016-12-08 10:15,131.94
2016-12-08 10:30,138.259
2016-12-08 10:45,134.125
2016-12-08 11:00,150.703
2016-12-08 11:15,144.106
2016-12-08 11:30,136.078
2016-12-08 11:45,134.362
2016-12-08 12:00,139.721
2016-12-08 12:15,131.818
2016-12-08 12:30,138.69
2016-12-08 12:45,140.415
2016-12-08 13:00,140.446
2016-12-08 13:15,137.181
2016-12-08 13:30,141.69
2016-12-08 13:45,138.831
2016-12-08 14:00,138.384
2016-12-08 14:15,135.99
2016-12-08 14:30,140.571
2016-12-08 14:45,133.962
2016-12-08 15:00,133.362
2016-12-08 15:15,145.1
2016-12-08 15:30,128.871
2016-12-08 15:45,138.793
2016-12-08 16:00,123.925
2016-12-08 16:15,121.106
2016-12-08 16:30,125.475
2016-12-08 16:45,118.2
2016-12-08 17:00,116.515
2016-12-08 17:15,103.971
2016-12-08 17:30,101.346
2016-12-08 17:45,96.09
2016-12-08 18:00,86.817
2016-12-08 18:15,85.446
2016-12-08 18:30,80.614
2016-12-08 18:45,77.459
2016-12-08 19:00,74.943
2016-12-08 19:15,77.885
2016-12-08 19:30,76.69
2016-12-08 19:45,73.887
2016-12-08 20:00,76.834
2016-12-08 20:15,76.514
2016-12-08 20:30,75.132
2016-12-08 20:45,72.181
2016-12-08 21:00,71.576
2016-12-08 21:15,74.375
2016-12-08 21:30,73.671
2016-12-08 21:45,74.025
2016-12-08 22:00,77.729
2016-12-08 22:15,75.184
2016-12-08 22:30,78.604
2016-12-08 22:45,77.323
2016-12-08 23:00,75.171
2016-12-08 23:15,74.807
2016-12-08 23:30,73.881
2016-12-08 23:45,75.881
2016-12-09 00:00,78.285
2016-12-09 00:15,78.673
2016-12-09 00:30,73.507
2016-12-09 00:45,72.457
2016-12-09 01:00,71.895
2016-12-09 01:15,75.825
2016-12-09 01:30,66.289
2016-12-09 01:45,74.057
2016-12-09 02:00,68.25
2016-12-09 02:15,64.151
2016-12-09 02:30,69.815
2016-12-09 02:45,66.34
2016-12-09 03:00,70.69
2016-12-09 03:15,65.276
2016-12-09 03:30,69.979
2016-12-09 03:45,71.251
2016-12-09 04:00,66.704
2016-12-09 04:15,70.657
2016-12-09 04:30,65.987
2016-12-09 04:45,87.893
2016-12-09 05:00,74.556
2016-12-09 05:15,75.509
2016-12-09 05:30,75.914
2016-12-09 05:45,71.792
2016-12-09 06:00,104.756
2016-12-09 06:15,89.359
2016-12-09 06:30,87.926
2016-12-09 06:45,89.2
2016-12-09 07:00,95.359
2016-12-09 07:15,92.653
2016-12-09 07:30,96.037
2016-12-09 07:45,107.662
2016-12-09 08:00,103.228
2016-12-09 08:15,114.287
2016-12-09 08:30,119.5
2016-12-09 08:45,137.531
2016-12-09 09:00,121.871
2016-12-09 09:15,123.706
2016-12-09 09:30,126.731
2016-12-09 09:45,128.628
2016-12-09 10:00,127.681
2016-12-09 10:15,129.718
2016-12-09 10:30,123.278
2016-12-09 10:45,138.431
2016-12-09 11:00,125.565
2016-12-09 11:15,129.55
2016-12-09 11:30,125.687
2016-12-09 11:45,135.703
2016-12-09 12:00,119.79
2016-12-09 12:15,118.618
2016-12-09 12:30,114.934
2016-12-09 12:45,121.618
2016-12-09 13:00,114.728
2016-12-09 13:15,121.462
2016-12-09 13:30,134.918
2016-12-09 13:45,123.556
2016-12-09 14:00,120.928
2016-12-09 14:15,126.393
2016-12-09 14:30,124.962
2016-12-09 14:45,122.659
2016-12-09 15:00,119.496
2016-12-09 15:15,110.771
2016-12-09 15:30,110.303
2016-12-09 15:45,108.415
2016-12-09 16:00,106.959
2016-12-09 16:15,108.171
2016-12-09 16:30,103.009
2016-12-09 16:45,103.831
2016-12-09 17:00,102.628
2016-12-09 17:15,99.915
2016-12-09 17:30,98.262
2016-12-09 17:45,93.007
2016-12-09 18:00,84.10891916859123
2016-12-09 18:15,83.08573447537474
2016-12-09 18:30,81.34
2016-12-09 18:45,77.846
2016-12-09 19:00,77.489
2016-12-09 19:15,74.681
2016-12-09 19:30,76.137
2016-12-09 19:45,78.773
2016-12-09 20:00,75.292
2016-12-09 20:15,75.845
2016-12-09 20:30,76.665
2016-12-09 20:45,76.831
2016-12-09 21:00,74.814
2016-12-09 21:15,74.984
2016-12-09 21:30,74.329
2016-12-09 21:45,76.509
2016-12-09 22:00,73.575
2016-12-09 22:15,74.465
2016-12-09 22:30,72.296
2016-12-09 22:45,71.059
2016-12-09 23:00,70.862
2016-12-09 23:15,77.698
2016-12-09 23:30,77.481
2016-12-09 23:45,80.675
2016-12-10 00:00,83.662
2016-12-10 00:15,79.171
2016-12-10 00:30,75.45
2016-12-10 00:45,72.512
2016-12-10 01:00,70.657
2016-12-10 01:15,73.895
2016-12-10 01:30,71.114
2016-12-10 01:45,69.389
2016-12-10 02:00,69.753
2016-12-10 02:15,72.443
2016-12-10 02:30,70.809
2016-12-10 02:45,70.248
2016-12-10 03:00,70.168
2016-12-10 03:15,67.567
2016-12-10 03:30,70.301
2016-12-10 03:45,72.409
2016-12-10 04:00,67.16
2016-12-10 04:15,70.098
2016-12-10 04:30,69.05
2016-12-10 04:45,69.046
2016-12-10 05:00,67.615
2016-12-10 05:15,74.345
2016-12-10 05:30,69.91
2016-12-10 05:45,69.559
2016-12-10 06:00,68.112
2016-12-10 06:15,66.86
2016-12-10 06:30,68.401
2016-12-10 06:45,68.232
2016-12-10 07:00,71.046
2016-12-10 07:15,69.221
2016-12-10 07:30,67.932
2016-12-10 07:45,69.021
2016-12-10 08:00,68.812
2016-12-10 08:15,66.423
2016-12-10 08:30,68.668
2016-12-10 08:45,67.403
2016-12-10 09:00,67.442
2016-12-10 09:15,67.89
2016-12-10 09:30,66.073
2016-12-10 09:45,66.501
2016-12-10 10:00,70.795
2016-12-10 10:15,71.609
2016-12-10 10:30,71.412
2016-12-10 10:45,73.276
2016-12-10 11:00,69.265
2016-12-10 11:15,72.521
2016-12-10 11:30,79.367
2016-12-10 11:45,71.985
2016-12-10 12:00,68.67
2016-12-10 12:15,70.007
2016-12-10 12:30,69.985
2016-12-10 12:45,68.673
2016-12-10 13:00,65.36
2016-12-10 13:15,64.42
2016-12-10 13:30,64.89
2016-12-10 13:45,67.262
2016-12-10 14:00,64.279
2016-12-10 14:15,63.284
2016-12-10 14:30,64.981
2016-12-10 14:45,66.345
2016-12-10 15:00,62.889
2016-12-10 15:15,63.254
2016-12-10 15:30,65.468
