Date,BAR_KWH_Main_Electric (kWh),BAR_PWR_Main_Electric (kW)
2015-12-05 10:30,17883.072000000626,186.624
2015-12-05 10:45,17931.45600000024,193.536
2015-12-05 11:00,17978.112000000663,186.624
2015-12-05 11:15,18026.496000000276,193.536
2015-12-05 11:30,18074.88000000082,193.536
2015-12-05 11:45,18124.99200000055,200.448
2015-12-05 12:00,18173.376000000164,193.536
2015-12-05 12:15,18221.760000000708,193.536
2015-12-05 12:30,18271.87200000044,206.867
2015-12-05 12:45,18320.256000000052,193.536
2015-12-05 13:00,18370.368000000715,200.448
2015-12-05 13:15,18418.752000000328,193.536
2015-12-05 13:30,18468.86400000006,200.448
2015-12-05 13:45,18517.248000000603,193.536
2015-12-05 14:00,18567.360000000335,200.448
2015-12-05 14:15,18617.472000000067,200.448
2015-12-05 14:30,18665.85600000061,193.536
2015-12-05 14:45,18715.968000000343,200.448
2015-12-05 15:00,18766.080000000075,200.448
2015-12-05 15:15,18816.19299999997,200.448
2015-12-05 15:30,18866.305000000633,200.448
2015-12-05 15:45,18914.689000000246,193.536
2015-12-05 16:00,18964.800999999978,200.448
2015-12-05 16:15,19014.91300000064,200.448
2015-12-05 16:30,19066.75300000049,207.36
2015-12-05 16:45,19116.865000000224,200.448
2015-12-05 17:00,19166.976999999955,200.448
2015-12-05 17:15,19218.817000000738,207.36
2015-12-05 17:30,19268.92900000047,200.448
2015-12-05 17:45,19319.0410000002,200.448
2015-12-05 18:00,19370.881000000052,207.36
2015-12-05 18:15,19420.993000000715,200.448
2015-12-05 18:30,19471.105000000447,200.448
2015-12-05 18:45,19519.48900000006,193.536
2015-12-05 19:00,19569.601000000723,200.448
2015-12-05 19:15,19617.985000000335,193.536
2015-12-05 19:30,19666.368999999948,193.536
2015-12-05 19:45,19714.75300000049,193.536
2015-12-05 20:00,19740.673000000417,103.68
2015-12-05 20:15,19763.137000000104,89.856
2015-12-05 20:30,19785.601000000723,89.856
2015-12-05 20:45,19808.06500000041,89.856
2015-12-05 21:00,19830.529000000097,89.856
2015-12-05 21:15,19852.993000000715,89.856
2015-12-05 21:30,19875.457000000402,89.856
2015-12-05 21:45,19897.92100000009,89.856
2015-12-05 22:00,19920.385000000708,89.856
2015-12-05 22:15,19942.849000000395,89.856
2015-12-05 22:30,19965.313000000082,89.856
2015-12-05 22:45,19986.04900000058,82.944
2015-12-05 23:00,20008.51300000027,89.856
2015-12-05 23:15,20030.976999999955,89.856
2015-12-05 23:30,20051.713000000454,82.944
2015-12-05 23:45,20072.449000000022,82.944
2015-12-06 00:00,20093.18500000052,82.944
2015-12-06 00:15,20113.92100000009,82.944
2015-12-06 00:30,20134.65700000059,82.944
2015-12-06 00:45,20155.393000000156,82.944
2015-12-06 01:00,20176.129000000656,82.944
2015-12-06 01:15,20196.865000000224,82.944
2015-12-06 01:30,20217.601000000723,82.944
2015-12-06 01:45,20238.33700000029,82.944
2015-12-06 02:00,20257.34500000067,76.032
2015-12-06 02:15,20278.08100000024,82.944
2015-12-06 02:30,20298.817000000738,82.944
2015-12-06 02:45,20319.553000000305,79.754
2015-12-06 03:00,20338.561000000685,76.032
2015-12-06 03:15,20359.297000000253,82.944
2015-12-06 03:30,20380.033000000753,82.944
2015-12-06 03:45,20400.76900000032,82.944
2015-12-06 04:00,20421.50500000082,82.944
2015-12-06 04:15,20442.241000000387,82.944
2015-12-06 04:30,20461.249000000767,76.032
2015-12-06 04:45,20481.985000000335,82.944
2015-12-06 05:00,20502.721000000834,82.944
2015-12-06 05:15,20523.457000000402,82.944
2015-12-06 05:30,20542.465000000782,76.032
2015-12-06 05:45,20563.20100000035,82.944
2015-12-06 06:00,20583.93700000085,82.944
2015-12-06 06:15,20604.673000000417,82.944
2015-12-06 06:30,20625.408999999985,82.944
2015-12-06 06:45,20644.417000000365,76.032
2015-12-06 07:00,20665.153000000864,82.944
2015-12-06 07:15,20685.889000000432,82.944
2015-12-06 07:30,20704.897000000812,76.032
2015-12-06 07:45,20725.63300000038,82.944
2015-12-06 08:00,20746.368999999948,82.944
