Date,LAT_PWR_Building_Total (kW),LAT_PWR_Roof_Mech_Electric (kW),LAT_PWR_Building_Total - New + Old meters (kW),LAT_PWR_Building_Total - Old Meters (kW)
2016-12-01 00:00,596.6022222222223,211.00222222222226,596.6022222222223,389.6
2016-12-01 00:15,607.2,211.00000000000003,607.2,400.20000000000005
2016-12-01 00:30,616.2988888888889,211.9988888888889,616.2988888888889,408.3
2016-12-01 00:45,596.5033333333333,209.00333333333333,596.5033333333333,391.5
2016-12-01 01:00,618.8,209.0,618.8,413.8
2016-12-01 01:15,620.9,209.0,620.9,415.9
2016-12-01 01:30,601.5022222222223,207.00222222222223,601.5022222222223,398.5
2016-12-01 01:45,600.901111111111,206.0011111111111,600.901111111111,398.9
2016-12-01 02:00,604.6011111111111,205.00111111111113,604.6011111111111,403.6
2016-12-01 02:15,596.5011111111111,205.00000000000003,596.5011111111112,396.5
2016-12-01 02:30,608.5,205.00000000000003,608.5,408.5
2016-12-01 02:45,604.3988888888889,205.00000000000003,604.3988888888889,403.4
2016-12-01 03:00,591.9,205.00000000000003,591.9,390.9
2016-12-01 03:15,590.4,205.00000000000003,590.4,389.4
2016-12-01 03:30,603.8988888888889,205.9988888888889,603.8988888888889,401.9
2016-12-01 03:45,595.4022222222222,204.00222222222223,595.4022222222222,395.4
2016-12-01 04:00,591.598888888889,204.9988888888889,591.598888888889,390.6
2016-12-01 04:15,604.0011111111112,204.00111111111113,604.0011111111112,404.0
2016-12-01 04:30,595.6,204.0,595.6,395.6
2016-12-01 04:45,600.4,204.0,600.4,400.4
2016-12-01 05:00,614.3,204.0,614.3,414.29999999999995
2016-12-01 05:15,606.3,204.0,606.3,406.29999999999995
2016-12-01 05:30,593.3,204.0,593.3,393.29999999999995
